date,source,medium,campaign,cost,impressions,clicks,users,revenue
1/19/2024,(direct),referral,chrome_launch_switch,$78.27,2212,1289,866,$167.67
1/17/2024,linkedin.com,paid,christmas_cmp,$93.81,3358,2566,538,$603.28
1/3/2024,linkedin.com,paid,solution_data,$51.72,3542,3405,953,$341.98
1/1/2024,boards.greenhouse.io,organic,christmas_cmp,$97.08,7702,7363,712,$851.48
1/2/2024,app.amplemarket.com,(none),(referral),$11.48,9345,9167,143,$284.32
1/5/2024,enterprisemarketingportal.google,(none),solution_data,$79.49,7876,7288,645,$699.12
1/29/2024,(direct),social,(organic),$38.49,9443,8932,574,$464.05
1/27/2024,linkedin.com,referral,christmas_cmp,$45.23,2002,1620,307,$659.36
1/24/2024,momentum.com,referral,(referral),$76.91,4226,3230,857,$689.06
1/24/2024,brightedge--c.vf.force.com,(none),chrome_launch_switch,$30.40,7396,7049,431,$327.05
1/11/2024,app.amplemarket.com,paid,solution_data,$59.97,1726,1032,115,$917.97
1/10/2024,(direct),social,(organic),$56.46,1382,909,226,$471.36
1/13/2024,(direct),(none),(direct),$31.71,9450,8702,313,$896.65
1/18/2024,app.amplemarket.com,organic,chrome_launch_switch,$83.94,1777,1079,472,$336.65
1/24/2024,meta,organic,(direct),$25.83,4567,4103,511,$897.05
1/12/2024,google,paid,chrome_launch_switch,$35.23,7396,7205,337,$981.68
1/4/2024,enterprisemarketingportal.google,referral,christmas_cmp,$60.34,5484,5289,198,$659.71
1/28/2024,yandex.ru,social,service_strategy,$50.07,8678,7919,649,$488.40
1/10/2024,linkedin.com,social,solution_data,$80.29,8331,7394,391,$997.22
1/15/2024,meta,organic,(referral),$84.45,4514,3581,659,$925.89
1/13/2024,gdmsugar.gartner.com,(none),(referral),$73.35,1290,438,351,$633.52
1/10/2024,google,(none),(referral),$19.29,3545,3488,662,$975.45
1/8/2024,enterprisemarketingportal.google,(none),chrome_launch_switch,$11.80,1618,1102,924,$589.29
1/11/2024,gdmsugar.gartner.com,paid,(referral),$28.39,9515,9414,258,$523.99
1/21/2024,(direct),referral,chrome_launch_switch,$92.15,5645,5301,299,$832.73
1/15/2024,meta,social,(direct),$71.24,5771,4948,395,$264.92
1/3/2024,(direct),organic,(direct),$88.26,2208,1279,633,$864.76
1/29/2024,(direct),organic,(direct),$66.12,8564,7573,668,$761.49
1/14/2024,yandex.ru,(none),(referral),$50.03,9552,9108,395,$766.04
1/9/2024,enterprisemarketingportal.google,organic,service_strategy,$21.71,9045,8605,132,$317.08
1/17/2024,gdmsugar.gartner.com,social,solution_data,$58.33,4347,3478,615,$247.86
1/3/2024,(direct),paid,solution_marketing,$73.04,9997,9468,713,$890.21
1/13/2024,boards.greenhouse.io,paid,chrome_launch_switch,$39.04,2342,1957,486,$261.73
1/16/2024,google,referral,christmas_cmp,$67.02,4659,3879,472,$671.49
1/17/2024,chrome_launch_switch,social,solution_marketing,$88.18,3135,2475,613,$877.57
1/15/2024,meta,referral,(referral),$35.29,2195,1506,766,$704.34
1/2/2024,(direct),organic,(organic),$68.64,7732,7649,815,$945.02
1/18/2024,gdmsugar.gartner.com,referral,service_strategy,$10.28,7685,6829,673,$321.91
1/1/2024,(direct),paid,solution_data,$71.76,4503,4066,592,$735.53
1/24/2024,gdmsugar.gartner.com,organic,service_strategy,$57.46,8747,7832,262,$216.82
1/23/2024,boards.greenhouse.io,paid,(referral),$18.77,9599,9502,875,$776.12
1/6/2024,chrome_launch_switch,referral,(referral),$84.43,5416,5193,354,$418.57
1/26/2024,(direct),organic,(direct),$72.30,9066,8650,848,$900.53
1/10/2024,meta,referral,(referral),$48.56,5547,5546,917,$629.84
1/9/2024,google,paid,(direct),$58.47,8426,8085,566,$858.23
1/15/2024,yandex.ru,organic,christmas_cmp,$15.22,2439,2252,512,$674.26
1/9/2024,linkedin.com,referral,christmas_cmp,$77.34,8619,7658,950,$822.72
1/6/2024,momentum.com,social,(direct),$70.17,8685,7785,919,$878.77
1/8/2024,momentum.com,referral,(referral),$39.41,3213,2753,691,$350.06
1/14/2024,brightedge--c.vf.force.com,referral,chrome_launch_switch,$55.55,4634,4561,172,$722.62
1/1/2024,app.amplemarket.com,social,(organic),$75.25,5992,5828,387,$280.99
1/20/2024,chrome_launch_switch,social,solution_marketing,$78.66,2492,2346,895,$838.19
1/19/2024,gdmsugar.gartner.com,(none),christmas_cmp,$47.82,4738,4472,222,$373.76
1/26/2024,brightedge--c.vf.force.com,social,chrome_launch_switch,$74.96,5818,5107,913,$944.86
1/6/2024,(direct),organic,service_strategy,$71.42,1708,1684,754,$915.01
1/4/2024,brightedge--c.vf.force.com,(none),service_strategy,$11.25,2503,1648,583,$559.30
1/14/2024,bing,organic,(direct),$89.14,5884,5705,912,$967.15
1/22/2024,app.amplemarket.com,paid,(referral),$30.54,3576,3469,650,$230.97
1/18/2024,linkedin.com,social,chrome_launch_switch,$33.26,6688,6370,511,$198.04
1/8/2024,bing,paid,christmas_cmp,$42.09,9926,9679,215,$200.24
1/17/2024,meta,referral,service_strategy,$88.19,3258,3249,459,$926.40
1/1/2024,app.amplemarket.com,referral,chrome_launch_switch,$36.37,3119,3035,340,$824.25
1/3/2024,app.amplemarket.com,(none),chrome_launch_switch,$28.64,7999,7496,208,$639.91
1/14/2024,boards.greenhouse.io,referral,(referral),$96.05,9356,9038,792,$707.86
1/9/2024,(direct),social,solution_marketing,$17.74,5012,4419,846,$584.23
1/21/2024,boards.greenhouse.io,social,chrome_launch_switch,$18.12,6172,5858,105,$980.35
1/6/2024,linkedin.com,social,(direct),$62.36,3698,3304,358,$613.49
1/29/2024,meta,referral,solution_marketing,$87.93,9336,8733,293,$721.87
1/7/2024,momentum.com,referral,solution_marketing,$56.23,5598,5112,427,$101.20
1/28/2024,bing,organic,(referral),$28.47,6947,6399,751,$572.03
1/25/2024,app.amplemarket.com,organic,christmas_cmp,$21.11,6557,6348,433,$434.73
1/26/2024,meta,paid,(direct),$33.19,9838,9244,797,$368.59
1/14/2024,google,paid,chrome_launch_switch,$64.53,5468,4829,791,$767.49
1/6/2024,boards.greenhouse.io,social,solution_data,$58.22,9103,8201,443,$127.30
1/26/2024,meta,paid,(organic),$59.89,4047,3047,141,$817.33
1/14/2024,boards.greenhouse.io,(none),christmas_cmp,$62.85,2856,2195,807,$383.29
1/8/2024,momentum.com,paid,solution_marketing,$26.98,7219,6942,982,$531.77
1/19/2024,gdmsugar.gartner.com,organic,solution_marketing,$83.25,9844,9778,118,$413.70
1/12/2024,enterprisemarketingportal.google,referral,solution_marketing,$35.94,2096,2039,940,$910.49
1/28/2024,linkedin.com,organic,(organic),$29.10,7352,6438,617,$838.74
1/28/2024,momentum.com,organic,solution_marketing,$26.65,3075,2691,774,$219.27
1/22/2024,momentum.com,organic,(organic),$51.53,5203,4593,428,$181.97
1/18/2024,meta,(none),chrome_launch_switch,$63.11,3090,2368,944,$537.40
1/16/2024,meta,paid,chrome_launch_switch,$43.24,4294,4034,707,$849.67
1/7/2024,boards.greenhouse.io,social,(referral),$93.03,5590,5286,257,$282.13
1/20/2024,meta,(none),(referral),$26.16,2643,2623,837,$687.54
1/17/2024,boards.greenhouse.io,(none),christmas_cmp,$14.15,7347,7063,120,$931.97
1/23/2024,boards.greenhouse.io,referral,(direct),$35.63,6313,5643,212,$676.17
1/28/2024,chrome_launch_switch,organic,service_strategy,$26.84,2477,2147,785,$181.50
1/12/2024,(direct),paid,solution_marketing,$81.10,7735,6889,509,$858.52
1/26/2024,gdmsugar.gartner.com,paid,christmas_cmp,$41.07,5421,5183,423,$809.01
1/7/2024,chrome_launch_switch,paid,(referral),$34.70,4685,4325,450,$105.97
1/6/2024,bing,organic,(organic),$41.18,8090,7246,944,$462.50
1/27/2024,momentum.com,(none),chrome_launch_switch,$91.85,6659,6453,557,$824.24
1/11/2024,linkedin.com,organic,solution_marketing,$42.05,7882,7008,880,$789.09
1/13/2024,yandex.ru,(none),(direct),$82.54,3589,3064,245,$828.03
1/23/2024,momentum.com,referral,chrome_launch_switch,$42.82,9558,8851,374,$378.98
1/29/2024,linkedin.com,paid,solution_data,$33.58,4154,3789,649,$284.08
1/15/2024,boards.greenhouse.io,social,christmas_cmp,$28.54,1530,1312,856,$710.24
1/7/2024,google,organic,(referral),$33.06,6200,5533,445,$381.48
1/21/2024,linkedin.com,paid,(organic),$55.06,4870,4621,755,$823.95
1/17/2024,chrome_launch_switch,paid,solution_marketing,$39.70,8232,7446,389,$536.68
1/22/2024,boards.greenhouse.io,paid,(organic),$68.33,5819,5340,843,$659.24
1/15/2024,momentum.com,paid,solution_marketing,$94.16,5048,4135,618,$950.92
1/1/2024,gdmsugar.gartner.com,organic,(direct),$71.09,6932,6771,371,$940.30
1/24/2024,bing,organic,(organic),$93.19,3198,3120,865,$589.34
1/1/2024,yandex.ru,organic,service_strategy,$81.80,8341,7380,805,$667.31
1/17/2024,gdmsugar.gartner.com,social,(organic),$28.38,7051,6499,951,$172.45
1/11/2024,chrome_launch_switch,referral,chrome_launch_switch,$79.64,2385,2020,648,$180.03
1/25/2024,meta,referral,(organic),$71.24,2557,1761,622,$205.92
1/4/2024,enterprisemarketingportal.google,(none),solution_marketing,$26.19,4413,3661,999,$643.56
1/1/2024,google,paid,(direct),$69.70,2519,1878,369,$576.09
1/4/2024,chrome_launch_switch,paid,chrome_launch_switch,$26.11,6974,6875,274,$131.57
1/23/2024,enterprisemarketingportal.google,social,solution_data,$96.52,2023,1208,500,$776.42
1/29/2024,gdmsugar.gartner.com,referral,(referral),$55.73,9577,8683,546,$903.19
1/18/2024,google,organic,solution_marketing,$88.35,4482,4204,443,$133.23
1/9/2024,meta,referral,(direct),$13.68,7411,6507,985,$860.76
1/11/2024,momentum.com,social,solution_data,$76.67,2961,2958,155,$580.65
1/5/2024,linkedin.com,social,chrome_launch_switch,$76.91,6449,5902,210,$834.17
1/27/2024,boards.greenhouse.io,referral,(organic),$66.40,2040,1787,959,$578.78
1/22/2024,linkedin.com,(none),chrome_launch_switch,$13.14,8041,7397,810,$196.61
1/27/2024,app.amplemarket.com,referral,(organic),$16.21,3001,2583,857,$114.97
1/24/2024,linkedin.com,(none),(organic),$55.26,8857,8628,620,$774.99
1/5/2024,yandex.ru,organic,(organic),$67.87,4590,4120,217,$955.29
1/20/2024,enterprisemarketingportal.google,(none),(organic),$37.39,3154,2707,815,$890.10
1/28/2024,bing,paid,chrome_launch_switch,$88.16,6729,6635,972,$519.76
1/26/2024,yandex.ru,paid,christmas_cmp,$11.07,4193,3568,561,$772.88
1/23/2024,brightedge--c.vf.force.com,(none),christmas_cmp,$78.42,2383,1404,700,$729.36
1/14/2024,chrome_launch_switch,referral,solution_data,$25.56,3320,2988,370,$689.75
1/27/2024,app.amplemarket.com,paid,christmas_cmp,$81.04,6460,5545,716,$584.14
1/2/2024,enterprisemarketingportal.google,referral,solution_data,$53.99,6403,5663,395,$485.57
1/24/2024,chrome_launch_switch,organic,solution_data,$35.60,4944,4565,695,$213.84
1/12/2024,google,referral,solution_data,$35.29,9240,9193,605,$605.16
1/1/2024,enterprisemarketingportal.google,referral,chrome_launch_switch,$63.38,6569,5622,538,$108.54
1/15/2024,boards.greenhouse.io,social,solution_data,$69.06,4778,4548,437,$356.75
1/29/2024,bing,paid,service_strategy,$99.37,8662,8427,262,$311.60
1/11/2024,gdmsugar.gartner.com,social,service_strategy,$55.95,2209,2109,129,$470.60
1/4/2024,(direct),organic,christmas_cmp,$13.81,9637,9620,1000,$435.49
1/1/2024,enterprisemarketingportal.google,social,chrome_launch_switch,$70.97,4683,4032,590,$325.46
1/23/2024,google,paid,christmas_cmp,$35.05,4393,3671,555,$381.95
1/27/2024,gdmsugar.gartner.com,organic,(direct),$54.59,5262,4436,345,$609.58
1/24/2024,momentum.com,organic,solution_data,$65.38,3817,3750,231,$553.49
1/22/2024,google,paid,(referral),$40.97,9004,8987,613,$884.35
1/12/2024,google,(none),christmas_cmp,$40.74,7662,6865,579,$982.10
1/8/2024,app.amplemarket.com,referral,(organic),$69.93,6993,6076,821,$439.24
1/1/2024,enterprisemarketingportal.google,organic,chrome_launch_switch,$29.12,3845,3659,973,$685.30
1/26/2024,yandex.ru,social,solution_marketing,$94.67,8675,7754,724,$489.27
1/10/2024,gdmsugar.gartner.com,paid,(direct),$18.50,4737,4320,257,$640.06
1/10/2024,brightedge--c.vf.force.com,social,solution_marketing,$64.05,4538,4442,479,$233.11
1/27/2024,(direct),organic,solution_data,$89.11,2548,2374,943,$840.28
1/12/2024,chrome_launch_switch,referral,(referral),$38.80,9271,8892,862,$118.10
1/8/2024,boards.greenhouse.io,social,service_strategy,$86.19,2270,1888,756,$913.47
1/28/2024,chrome_launch_switch,paid,christmas_cmp,$32.84,8819,7853,962,$494.75
1/2/2024,boards.greenhouse.io,(none),(direct),$45.47,6659,6300,588,$959.65
1/18/2024,brightedge--c.vf.force.com,social,solution_data,$73.11,3017,2677,253,$556.33
1/8/2024,yandex.ru,social,chrome_launch_switch,$42.62,1592,1226,425,$301.93
1/23/2024,app.amplemarket.com,referral,(organic),$53.10,9142,8888,206,$839.05
1/14/2024,google,(none),(referral),$60.29,9074,8258,966,$197.55
1/8/2024,(direct),paid,christmas_cmp,$68.09,4282,4065,228,$192.39
1/5/2024,meta,organic,solution_data,$84.98,5745,4969,756,$101.95
1/17/2024,brightedge--c.vf.force.com,referral,chrome_launch_switch,$14.26,7553,6904,219,$689.09
1/23/2024,linkedin.com,social,(referral),$11.90,1910,1749,339,$102.30
1/21/2024,enterprisemarketingportal.google,referral,chrome_launch_switch,$39.01,1660,898,556,$475.78
1/22/2024,meta,organic,(referral),$84.65,8044,7755,251,$696.98
1/7/2024,brightedge--c.vf.force.com,organic,solution_data,$59.18,4534,4112,861,$657.40
1/1/2024,(direct),organic,christmas_cmp,$24.24,9894,8901,156,$986.68
1/9/2024,bing,(none),chrome_launch_switch,$41.88,7574,7174,262,$581.08
1/7/2024,bing,(none),solution_data,$89.67,3115,3021,238,$585.85
1/1/2024,meta,paid,service_strategy,$31.00,4366,4255,912,$568.24
1/16/2024,brightedge--c.vf.force.com,organic,christmas_cmp,$78.71,6173,5609,623,$116.93
1/11/2024,yandex.ru,paid,(direct),$58.02,2121,1773,150,$937.53
1/10/2024,enterprisemarketingportal.google,paid,(referral),$56.36,2603,1701,789,$890.27
1/27/2024,meta,organic,christmas_cmp,$94.08,7821,7127,677,$744.84
1/25/2024,brightedge--c.vf.force.com,organic,service_strategy,$85.76,9367,9077,748,$976.43
1/4/2024,enterprisemarketingportal.google,paid,christmas_cmp,$56.25,5489,4723,846,$966.53
1/24/2024,app.amplemarket.com,referral,service_strategy,$12.71,5830,5576,988,$393.82
1/23/2024,gdmsugar.gartner.com,organic,(referral),$27.62,5368,4541,803,$347.43
1/4/2024,bing,organic,christmas_cmp,$55.38,2239,1699,181,$632.08
1/2/2024,chrome_launch_switch,paid,(referral),$51.90,3507,2823,603,$136.71
1/15/2024,enterprisemarketingportal.google,organic,solution_data,$49.76,6500,6329,193,$729.49
1/20/2024,yandex.ru,social,(referral),$61.81,8867,8563,486,$442.45
1/16/2024,meta,(none),(referral),$53.55,3671,3112,873,$208.03
1/15/2024,bing,paid,(referral),$83.68,8515,8506,175,$387.49
1/6/2024,meta,social,(organic),$81.31,6582,5603,505,$745.88
1/3/2024,momentum.com,referral,(organic),$38.35,3931,2982,532,$119.23
1/26/2024,yandex.ru,(none),(referral),$74.11,6692,6397,427,$105.35
1/13/2024,meta,social,chrome_launch_switch,$35.34,3841,3030,220,$445.96
1/26/2024,google,referral,service_strategy,$57.74,6382,5449,183,$107.43
1/3/2024,gdmsugar.gartner.com,social,(organic),$53.63,2658,2016,636,$638.63
1/16/2024,(direct),referral,(direct),$15.37,7432,7414,393,$148.78
1/13/2024,boards.greenhouse.io,referral,christmas_cmp,$33.85,3570,3475,353,$284.84
1/18/2024,(direct),social,(organic),$75.93,1133,617,792,$864.89
1/7/2024,bing,(none),solution_data,$58.47,8083,7253,173,$265.42
1/13/2024,google,social,solution_marketing,$92.44,3087,3066,107,$681.34
1/12/2024,bing,social,(organic),$63.53,7576,7255,998,$673.85
1/25/2024,meta,paid,christmas_cmp,$44.40,6692,6304,549,$843.91
1/22/2024,enterprisemarketingportal.google,social,solution_data,$76.74,6688,6343,509,$127.18
1/5/2024,app.amplemarket.com,paid,(direct),$79.19,9743,9506,775,$787.17
1/19/2024,meta,paid,solution_marketing,$59.06,1005,313,625,$189.24
1/20/2024,(direct),organic,(organic),$79.48,7099,6785,756,$642.66
1/3/2024,bing,organic,(referral),$31.51,6392,5777,754,$975.41
1/3/2024,boards.greenhouse.io,organic,(direct),$30.49,2774,1803,435,$953.18
1/21/2024,yandex.ru,paid,solution_marketing,$41.81,7442,7362,819,$935.79
1/23/2024,meta,referral,christmas_cmp,$89.34,3761,3319,869,$920.83
1/16/2024,bing,(none),solution_marketing,$66.37,9146,8148,180,$457.01
1/5/2024,app.amplemarket.com,(none),(referral),$35.71,5370,5311,557,$916.72
1/23/2024,brightedge--c.vf.force.com,social,(referral),$82.79,2166,2109,657,$513.77
1/7/2024,chrome_launch_switch,organic,(organic),$96.13,5656,5427,802,$880.93
1/19/2024,boards.greenhouse.io,referral,(referral),$99.71,5377,4583,636,$508.58
1/19/2024,chrome_launch_switch,social,solution_marketing,$20.03,7489,6956,479,$208.49
1/22/2024,boards.greenhouse.io,paid,service_strategy,$97.46,9097,8464,126,$672.55
1/15/2024,chrome_launch_switch,social,(direct),$53.54,5725,4809,864,$862.93
1/9/2024,gdmsugar.gartner.com,(none),chrome_launch_switch,$58.75,3336,3211,856,$467.36
1/8/2024,app.amplemarket.com,referral,(organic),$66.42,2338,1639,628,$664.00
1/3/2024,boards.greenhouse.io,social,service_strategy,$23.52,7499,7383,710,$539.99
1/25/2024,bing,paid,(referral),$50.37,7891,7784,328,$225.84
1/1/2024,app.amplemarket.com,referral,solution_marketing,$98.72,4431,3642,958,$155.13
1/24/2024,enterprisemarketingportal.google,organic,solution_marketing,$27.87,3186,2707,871,$680.92
1/13/2024,app.amplemarket.com,organic,service_strategy,$12.22,3975,3683,168,$923.32
1/17/2024,(direct),referral,chrome_launch_switch,$82.68,9275,8969,635,$738.34
1/17/2024,google,paid,(direct),$46.81,2178,1668,706,$499.24
1/23/2024,google,social,solution_marketing,$73.49,3670,3332,583,$699.18
1/21/2024,momentum.com,social,(referral),$17.81,2276,1865,878,$309.21
1/20/2024,momentum.com,(none),solution_data,$40.09,7338,6654,405,$328.55
1/20/2024,(direct),social,(referral),$74.13,3616,3018,533,$340.34
1/11/2024,yandex.ru,(none),(direct),$52.66,4742,4126,263,$489.82
1/23/2024,enterprisemarketingportal.google,(none),service_strategy,$52.31,4381,3570,392,$651.70
1/5/2024,enterprisemarketingportal.google,(none),solution_marketing,$80.69,7409,7116,268,$332.85
1/19/2024,google,(none),christmas_cmp,$26.69,8385,7740,965,$422.12
1/23/2024,yandex.ru,organic,(direct),$19.62,6426,6087,847,$585.95
1/11/2024,boards.greenhouse.io,(none),service_strategy,$31.93,2338,2199,695,$489.96
1/27/2024,yandex.ru,referral,chrome_launch_switch,$16.65,9747,9587,340,$754.49
1/13/2024,linkedin.com,referral,service_strategy,$12.79,9831,9249,967,$833.43
1/9/2024,(direct),paid,solution_marketing,$45.66,9924,9872,862,$813.11
1/9/2024,meta,organic,service_strategy,$46.55,2407,1818,413,$980.51
1/23/2024,gdmsugar.gartner.com,social,solution_marketing,$95.21,4132,3880,179,$325.61
1/24/2024,app.amplemarket.com,organic,solution_marketing,$55.33,1361,551,479,$806.29
1/1/2024,app.amplemarket.com,organic,chrome_launch_switch,$64.87,1445,1279,387,$616.99
1/19/2024,google,social,solution_data,$91.64,1809,815,716,$257.92
1/23/2024,google,(none),solution_data,$75.14,2194,2061,505,$332.09
1/16/2024,chrome_launch_switch,referral,(organic),$78.88,1806,1177,221,$636.63
1/10/2024,google,referral,(organic),$13.12,9421,9090,244,$523.30
1/29/2024,momentum.com,social,solution_data,$89.35,8964,8732,520,$653.58
1/12/2024,chrome_launch_switch,paid,christmas_cmp,$45.95,1096,105,983,$622.57
1/22/2024,bing,(none),solution_data,$40.63,5887,5518,698,$220.33
1/17/2024,momentum.com,organic,(direct),$76.31,6861,6721,533,$158.04
1/20/2024,gdmsugar.gartner.com,referral,(organic),$40.53,6460,6323,971,$268.64
1/8/2024,app.amplemarket.com,(none),christmas_cmp,$62.44,3255,3244,606,$340.56
1/7/2024,momentum.com,social,(organic),$77.12,2851,2447,962,$625.30
1/10/2024,google,paid,chrome_launch_switch,$25.77,8828,8232,206,$310.17
1/16/2024,boards.greenhouse.io,social,christmas_cmp,$22.50,1912,1484,601,$327.73
1/28/2024,meta,(none),(organic),$83.45,5036,4895,818,$219.15
1/1/2024,google,organic,(referral),$88.21,3144,2250,979,$395.63
1/15/2024,yandex.ru,(none),service_strategy,$26.85,2164,2011,379,$424.54
1/27/2024,(direct),(none),(direct),$85.81,4916,4113,507,$368.09
1/6/2024,brightedge--c.vf.force.com,paid,chrome_launch_switch,$85.09,3148,2404,345,$840.35
1/3/2024,yandex.ru,social,christmas_cmp,$57.37,8523,7933,238,$778.47
1/8/2024,momentum.com,referral,christmas_cmp,$44.64,2791,2124,501,$760.66
1/11/2024,chrome_launch_switch,organic,chrome_launch_switch,$77.46,2996,2400,759,$273.91
1/10/2024,momentum.com,referral,(direct),$19.99,6195,5828,780,$658.81
1/22/2024,meta,referral,solution_marketing,$96.69,9458,8796,536,$709.58
1/16/2024,enterprisemarketingportal.google,social,(organic),$33.13,3901,3190,106,$423.62
1/13/2024,meta,referral,service_strategy,$10.28,6499,6279,908,$121.47
1/2/2024,bing,referral,chrome_launch_switch,$53.14,1209,566,606,$922.52
1/17/2024,google,organic,(direct),$57.13,8225,7357,159,$240.51
1/11/2024,bing,organic,(organic),$48.89,5967,5069,304,$533.12
1/1/2024,brightedge--c.vf.force.com,paid,(organic),$22.10,7536,6856,441,$736.43
1/28/2024,yandex.ru,referral,solution_marketing,$98.35,5457,5010,451,$629.52
1/3/2024,(direct),social,christmas_cmp,$34.35,4429,3749,220,$935.78
1/13/2024,bing,social,(direct),$60.39,1173,438,179,$641.51
1/1/2024,linkedin.com,social,service_strategy,$42.44,2115,2028,324,$438.90
1/27/2024,meta,organic,service_strategy,$70.54,9923,9846,940,$362.79
1/10/2024,linkedin.com,paid,solution_data,$48.06,5448,5111,999,$199.12
1/18/2024,meta,paid,solution_data,$67.99,9541,8832,441,$133.25
1/17/2024,linkedin.com,paid,(organic),$74.74,8894,8572,620,$429.63
1/28/2024,meta,social,(referral),$56.29,5203,4357,826,$430.95
1/13/2024,bing,referral,(referral),$98.75,8003,7353,318,$275.06
1/16/2024,google,paid,christmas_cmp,$54.16,7491,6838,442,$431.81
1/4/2024,gdmsugar.gartner.com,(none),service_strategy,$46.15,5820,4944,965,$556.94
1/3/2024,app.amplemarket.com,paid,christmas_cmp,$74.87,8951,8627,275,$972.07
1/23/2024,brightedge--c.vf.force.com,paid,(direct),$42.71,9324,8693,722,$786.61
1/24/2024,(direct),referral,(referral),$66.29,9019,8262,613,$160.15
1/13/2024,app.amplemarket.com,paid,christmas_cmp,$37.91,4712,3754,453,$683.34
1/25/2024,enterprisemarketingportal.google,(none),service_strategy,$39.09,6495,6140,514,$457.93
1/13/2024,google,(none),(direct),$27.32,8902,8023,472,$334.40
1/1/2024,chrome_launch_switch,paid,christmas_cmp,$79.97,8108,8008,923,$843.22
1/22/2024,(direct),organic,chrome_launch_switch,$96.00,7344,6797,297,$962.67
1/12/2024,momentum.com,social,(direct),$61.80,4708,4093,881,$929.20
1/9/2024,meta,social,service_strategy,$63.99,8479,7536,790,$778.07
1/3/2024,chrome_launch_switch,organic,solution_marketing,$89.46,6964,6934,929,$787.03
1/8/2024,gdmsugar.gartner.com,paid,(organic),$35.68,6712,6569,599,$711.21
1/17/2024,linkedin.com,organic,(referral),$29.05,2879,2419,917,$778.98
1/22/2024,(direct),social,service_strategy,$68.02,4942,4422,396,$967.22
1/17/2024,google,(none),service_strategy,$63.42,7188,6812,294,$532.95
1/26/2024,enterprisemarketingportal.google,organic,solution_data,$64.09,7814,7764,329,$745.45
1/10/2024,momentum.com,social,chrome_launch_switch,$12.41,3943,3683,253,$393.58
1/11/2024,momentum.com,organic,chrome_launch_switch,$99.72,7366,6514,691,$342.21
1/1/2024,yandex.ru,paid,(direct),$52.88,4128,3135,624,$485.58
1/23/2024,enterprisemarketingportal.google,(none),service_strategy,$76.75,1773,988,883,$564.64
1/9/2024,(direct),(none),(referral),$57.27,9113,8985,303,$222.65
1/6/2024,(direct),social,service_strategy,$92.00,3008,2477,135,$425.02
1/24/2024,yandex.ru,social,chrome_launch_switch,$60.62,6958,6712,942,$687.12
1/25/2024,momentum.com,referral,service_strategy,$11.23,4127,3315,362,$863.57
1/7/2024,bing,referral,chrome_launch_switch,$61.44,3097,2303,418,$447.96
1/14/2024,app.amplemarket.com,(none),solution_marketing,$25.44,7656,7247,393,$214.41
1/8/2024,enterprisemarketingportal.google,referral,(referral),$12.55,8420,8041,702,$727.60
1/11/2024,google,(none),(direct),$15.87,9587,9439,565,$562.36
1/22/2024,yandex.ru,(none),(direct),$62.74,2496,1894,975,$118.68
1/3/2024,gdmsugar.gartner.com,paid,solution_marketing,$36.09,2958,2662,150,$868.09
1/2/2024,google,organic,(referral),$55.61,9123,8959,331,$721.44
1/8/2024,google,paid,solution_marketing,$19.93,8953,8163,828,$370.01
1/12/2024,momentum.com,organic,christmas_cmp,$94.58,1576,1167,725,$319.40
1/2/2024,boards.greenhouse.io,(none),solution_marketing,$17.57,6029,5885,837,$399.98
1/27/2024,bing,(none),(direct),$37.89,3739,3182,336,$924.83
1/3/2024,chrome_launch_switch,(none),solution_marketing,$22.02,3282,2613,297,$594.35
1/29/2024,enterprisemarketingportal.google,(none),(referral),$81.86,5815,5035,279,$873.48
1/25/2024,momentum.com,(none),christmas_cmp,$40.15,3398,3248,343,$989.83
1/13/2024,gdmsugar.gartner.com,paid,(organic),$41.25,7889,7559,307,$810.11
1/19/2024,gdmsugar.gartner.com,paid,(referral),$38.38,8577,8576,139,$965.61
1/29/2024,gdmsugar.gartner.com,organic,service_strategy,$62.61,2557,1958,603,$884.48
1/8/2024,chrome_launch_switch,organic,christmas_cmp,$82.19,4966,4579,422,$587.59
1/26/2024,enterprisemarketingportal.google,paid,(direct),$94.21,2508,1667,958,$731.48
1/21/2024,app.amplemarket.com,paid,christmas_cmp,$20.72,5705,5473,800,$976.50
1/7/2024,google,organic,solution_data,$51.13,9500,8829,224,$684.15
1/15/2024,linkedin.com,(none),service_strategy,$45.68,1300,611,156,$614.04
1/11/2024,yandex.ru,paid,solution_data,$15.24,9596,8798,842,$403.24
1/6/2024,enterprisemarketingportal.google,paid,solution_data,$27.93,3349,3007,117,$292.70
1/2/2024,boards.greenhouse.io,(none),chrome_launch_switch,$43.01,5951,5590,472,$852.96
1/29/2024,momentum.com,referral,christmas_cmp,$59.60,6834,6280,821,$437.73
1/13/2024,bing,(none),(referral),$51.46,6284,5469,575,$306.23
1/19/2024,yandex.ru,organic,(organic),$83.84,3664,3336,687,$676.25
1/29/2024,app.amplemarket.com,(none),(direct),$31.21,2712,2485,908,$179.64
1/6/2024,meta,paid,(referral),$25.10,8177,8003,675,$578.61
1/8/2024,momentum.com,(none),(organic),$57.75,9367,9017,213,$133.62
1/3/2024,app.amplemarket.com,(none),service_strategy,$47.73,1974,1269,699,$629.98
1/4/2024,linkedin.com,organic,solution_marketing,$27.31,8298,7533,688,$337.10
1/7/2024,linkedin.com,organic,service_strategy,$33.05,7336,6615,238,$735.13
1/22/2024,momentum.com,referral,(referral),$36.45,4010,3045,389,$773.43
