date,source,medium,campaign,cost,impressions,clicks,users,conversions,revenue,conversion_rate,bounce_rate,time_on_site,device_type,browser,satisfaction_score,feedback_score
2022-02-18,twitter,organic,customer_retention,314.1,4964,698,21,18,914.91,2.58,96.99,239,Mobile,Firefox,1,3
2021-07-26,twitter,social,lead_generation,53.63,7511,5363,2609,1671,459.22,31.16,51.35,40,Mobile,Chrome,5,4
2022-09-19,twitter,social,new_product_launch,3138.12,7473,6822,5866,2731,396.83,40.03,14.01,406,Mobile,Chrome,3,3
2023-06-26,instagram,organic,lead_generation,156.8,3285,560,246,158,864.03,28.21,56.07,79,Mobile,Firefox,2,4
2021-07-21,twitter,display,customer_retention,125.28,5640,464,425,104,81.52,22.41,8.41,39,Mobile,Firefox,2,4
2022-09-04,youtube,social,customer_retention,4347.69,7039,6301,2932,750,885.42,11.9,53.47,382,Mobile,Firefox,4,3
2023-04-08,youtube,social,customer_retention,1463.86,7067,2762,1986,315,167.79,11.4,28.1,119,Desktop,Chrome,5,4
2023-07-24,facebook,display,new_product_launch,235.47,1411,501,29,20,964.58,3.99,94.21,340,Mobile,Firefox,4,4
2022-05-18,twitter,organic,lead_generation,791.44,5874,3044,459,179,266.42,5.88,84.92,197,Mobile,Firefox,4,4
2022-03-04,facebook,referral,customer_retention,3033.0,6683,4044,3082,1987,277.5,49.13,23.79,472,Desktop,Safari,4,4
2023-06-03,newsletter,social,summer_sale,310.08,737,544,264,216,962.51,39.71,51.47,191,Desktop,Firefox,3,3
2022-09-19,direct,video,lead_generation,671.58,6050,3198,1036,180,688.6,5.63,67.6,135,Desktop,Safari,4,5
2023-06-23,facebook,social,brand_awareness,-649.32,9914,4638,2316,1863,404.64,40.17,50.06,327,Desktop,Firefox,2,5
2023-01-18,google,referral,lead_generation,2601.1,5323,2738,1124,619,78.34,22.61,58.95,354,Mobile,Firefox,2,4
2021-12-09,instagram,social,customer_retention,1025.01,8549,4881,2725,1910,516.24,39.13,44.17,110,Mobile,Firefox,3,4
2023-07-14,google,video,summer_sale,3191.35,9268,3845,1168,28,329.2,0.73,69.62,181,Mobile,Chrome,3,4
2022-10-01,direct,social,new_product_launch,16.44,337,137,104,65,49.18,47.45,24.09,304,Mobile,Safari,5,4
2021-05-08,youtube,organic,brand_awareness,1093.5,6571,3645,449,286,891.04,7.85,87.68,73,Mobile,Safari,1,3
2022-09-13,twitter,referral,lead_generation,-333.96,6903,3036,1348,841,700.05,27.7,55.6,272,Desktop,Chrome,1,3
2022-07-20,facebook,organic,summer_sale,426.75,5271,2845,428,366,906.94,12.86,84.96,298,Mobile,Firefox,4,4
2023-10-23,google,organic,customer_retention,6589.0,6567,5990,3028,1090,694.8,18.2,49.45,331,Mobile,Safari,1,4
2022-11-16,facebook,organic,brand_awareness,301.57,7358,569,486,97,227.41,17.05,14.59,466,Desktop,Safari,5,4
2022-11-04,newsletter,social,customer_retention,4940.19,9725,8667,8058,4515,157.68,52.09,7.03,216,Desktop,Safari,4,5
2022-01-09,google,video,customer_retention,968.76,1678,828,355,113,544.77,13.65,57.13,140,Desktop,Firefox,3,4
2022-03-13,twitter,social,lead_generation,-225.81,6343,1737,163,155,202.54,8.92,90.62,428,Mobile,Firefox,5,3
2023-02-28,youtube,video,new_product_launch,-0.0,8267,1977,1914,681,47.19,34.45,3.19,132,Desktop,Firefox,4,5
2021-06-22,instagram,referral,brand_awareness,740.74,1986,962,667,481,428.18,50.0,30.67,181,Mobile,Firefox,3,5
2021-05-15,twitter,referral,new_product_launch,137.56,9270,6878,3240,2345,624.75,34.09,52.89,434,Desktop,Safari,4,3
2022-05-23,direct,display,new_product_launch,30.96,75,72,24,10,728.29,13.89,66.67,329,Mobile,Firefox,4,4
2021-07-08,newsletter,social,summer_sale,6747.85,9125,7103,3280,35,673.9,0.49,53.82,312,Desktop,Chrome,2,3
2022-02-03,direct,organic,brand_awareness,-62.7,8870,330,219,52,853.96,15.76,33.64,405,Mobile,Chrome,4,3
2021-04-08,youtube,video,customer_retention,68.8,4478,1376,557,140,505.83,10.17,59.52,140,Desktop,Firefox,2,5
2021-08-17,instagram,referral,lead_generation,1822.67,7212,3439,925,767,41.54,22.3,73.1,449,Desktop,Firefox,3,4
2023-05-22,facebook,organic,customer_retention,17.67,374,57,55,31,837.88,54.39,3.51,66,Desktop,Chrome,1,5
2023-09-22,newsletter,social,customer_retention,295.38,4477,1641,1563,33,616.33,2.01,4.75,90,Mobile,Firefox,1,5
2021-05-02,twitter,social,brand_awareness,1244.95,7951,3557,1643,1465,413.15,41.19,53.81,126,Desktop,Safari,2,3
2021-08-17,newsletter,organic,customer_retention,677.6,4019,1936,814,621,534.8,32.08,57.95,156,Desktop,Chrome,2,5
2022-09-26,facebook,display,brand_awareness,488.07,1259,957,946,292,76.15,30.51,1.15,54,Mobile,Firefox,4,5
2022-12-14,linkedin,social,customer_retention,2370.0,2565,1185,421,338,522.85,28.52,64.47,392,Mobile,Safari,4,3
2021-04-02,youtube,organic,brand_awareness,52.9,419,230,148,10,587.1,4.35,35.65,178,Mobile,Safari,5,5
2023-07-08,google,referral,brand_awareness,292.9,6280,202,42,0,87.36,0.0,79.21,203,Desktop,Firefox,2,4
2021-02-19,newsletter,video,customer_retention,1300.2,7146,5910,1196,928,459.07,15.7,79.76,75,Mobile,Chrome,2,5
2022-04-07,direct,referral,brand_awareness,-22.75,562,91,32,11,698.16,12.09,64.84,341,Mobile,Chrome,3,5
2023-03-01,newsletter,organic,customer_retention,4095.3,9417,7446,5603,126,855.28,1.69,24.75,103,Mobile,Firefox,1,3
2022-08-07,instagram,organic,brand_awareness,288.75,8820,1925,1062,11,277.4,0.57,44.83,441,Desktop,Safari,4,4
2022-08-07,twitter,organic,summer_sale,1970.08,6450,3518,67,45,972.84,1.28,98.1,111,Desktop,Chrome,3,5
2023-09-18,direct,display,new_product_launch,-44.28,1145,123,14,12,183.15,9.76,88.62,304,Mobile,Chrome,1,3
2022-02-17,linkedin,display,brand_awareness,5750.73,5473,3363,752,604,417.01,17.96,77.64,183,Mobile,Safari,4,3
2023-11-19,youtube,social,customer_retention,286.52,6195,551,319,151,887.01,27.4,42.11,397,Mobile,Firefox,5,5
2022-11-17,youtube,social,brand_awareness,-197.37,977,731,553,540,64.41,73.87,24.35,186,Mobile,Safari,5,4
2021-06-01,google,organic,brand_awareness,492.32,407,362,290,158,845.42,43.65,19.89,132,Mobile,Chrome,4,5
2022-10-13,youtube,referral,customer_retention,112.2,945,187,72,31,566.1,16.58,61.5,94,Mobile,Chrome,3,3
2021-08-28,direct,display,lead_generation,-268.8,9372,640,103,14,87.28,2.19,83.91,38,Desktop,Chrome,2,4
